City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Ellisras,ZA,2020-12-20 15:37:33,-23.66,27.74,81.01,56,100,4.12
303,Beringovskiy,RU,2020-12-20 15:37:33,63.05,179.32,-6.3,92,93,14.81
304,Nouadhibou,MR,2020-12-20 15:37:33,20.93,-17.03,78.8,27,0,13.87
305,Vyartsilya,RU,2020-12-20 15:37:33,62.18,30.69,37.74,95,100,7.31
306,Miandrivazo,MG,2020-12-20 15:37:34,-19.52,45.47,82.04,68,83,3.18
307,Guaratuba,BR,2020-12-20 15:37:34,-25.88,-48.57,86.0,62,40,13.87
308,Goderich,CA,2020-12-20 15:37:34,43.75,-81.72,37.4,86,100,13.87
309,Stepnoye,RU,2020-12-20 15:37:34,51.4,46.87,9.0,64,97,4.0
310,Mahebourg,MU,2020-12-20 15:37:34,-20.41,57.7,80.6,78,75,6.93
311,Akonolinga,CM,2020-12-20 15:37:34,3.77,12.25,88.79,35,71,1.19
312,Laguna,US,2020-12-20 15:37:34,38.42,-121.42,33.8,83,90,1.1
313,Yugo-Kamskiy,RU,2020-12-20 15:37:34,57.71,55.59,5.0,77,0,20.13
314,Campos Novos,BR,2020-12-20 15:35:43,-27.4,-51.23,68.88,98,100,9.06
315,Rognan,NO,2020-12-20 15:37:35,67.1,15.39,39.99,84,95,10.0
316,Vao,NC,2020-12-20 15:37:35,-22.67,167.48,75.16,81,3,13.6
317,Kokoda,PG,2020-12-20 15:37:35,-8.88,147.74,75.11,67,100,2.89
318,Waipawa,NZ,2020-12-20 15:37:35,-41.41,175.52,57.2,100,81,16.11
319,Gravdal,NO,2020-12-20 15:37:35,68.12,13.5,44.6,87,75,19.46
320,Nara,JP,2020-12-20 15:37:35,34.69,135.8,39.99,72,74,1.83
321,Martinsville,US,2020-12-20 15:36:24,36.69,-79.87,37.4,100,90,4.12
322,Cintalapa,MX,2020-12-20 15:37:36,16.7,-93.73,74.88,71,83,5.84
323,Baft,IR,2020-12-20 15:37:36,29.23,56.61,41.54,64,1,2.55
324,Saint-Georges,GD,2020-12-20 15:37:36,12.06,-61.75,84.2,74,75,16.11
325,Boa Vista,BR,2020-12-20 15:34:14,2.82,-60.67,86.0,55,75,16.11
326,Nantucket,US,2020-12-20 15:37:36,41.28,-70.1,44.6,75,90,11.41
327,Deniliquin,AU,2020-12-20 15:37:36,-35.53,144.97,57.99,66,90,6.15
328,Westport,US,2020-12-20 15:34:30,41.14,-73.36,32.0,92,90,5.01
329,Longyearbyen,SJ,2020-12-20 15:34:43,78.22,15.64,5.0,60,0,31.09
330,Gizo,SB,2020-12-20 15:37:37,-8.1,156.84,83.53,68,76,2.73
331,Ust-Nera,RU,2020-12-20 15:37:37,64.57,143.2,-26.23,76,100,4.05
332,Shalinskoye,RU,2020-12-20 15:37:37,55.72,93.76,19.96,96,100,12.21
333,Arcata,US,2020-12-20 15:32:52,40.87,-124.08,53.6,93,90,4.45
334,Suntar,RU,2020-12-20 15:37:37,62.14,117.63,-7.85,91,99,2.68
335,Tateyama,JP,2020-12-20 15:37:16,34.98,139.87,37.99,34,35,5.99
336,Lorengau,PG,2020-12-20 15:37:38,-2.02,147.27,82.24,74,79,4.63
337,Saint-Pierre,RE,2020-12-20 15:37:38,-21.34,55.48,79.0,78,8,18.34
338,Cockburn Town,TC,2020-12-20 15:37:38,21.46,-71.14,78.03,80,1,20.42
339,Baindur,IN,2020-12-20 15:36:09,13.87,74.63,80.15,58,1,8.75
340,Polunochnoye,RU,2020-12-20 15:37:38,60.87,60.42,11.8,87,99,13.6
341,Hofn,IS,2020-12-20 15:37:38,64.25,-15.21,33.8,64,20,12.75
342,Belmonte,BR,2020-12-20 15:37:39,-15.86,-38.88,84.2,79,75,14.99
343,Saskylakh,RU,2020-12-20 15:37:39,71.92,114.08,-41.76,80,51,2.21
344,Ariquemes,BR,2020-12-20 15:35:28,-9.91,-63.04,83.25,88,92,3.62
345,Yar-Sale,RU,2020-12-20 15:37:39,66.83,70.83,-13.83,89,100,16.44
346,Mtsensk,RU,2020-12-20 15:37:39,53.28,36.57,25.09,98,90,6.08
347,Presidente Franco,PY,2020-12-20 15:37:39,-25.53,-54.62,77.0,94,75,2.24
348,Ambon,ID,2020-12-20 15:37:40,-3.7,128.18,82.63,75,100,4.97
349,Atagay,RU,2020-12-20 15:37:40,55.1,99.39,18.46,95,100,2.3
350,Abu Samrah,SY,2020-12-20 15:37:40,35.3,37.18,55.81,63,8,6.62
351,Asau,RO,2020-12-20 15:37:40,46.43,26.4,33.01,80,100,2.57
352,Port Hardy,CA,2020-12-20 15:37:40,50.7,-127.42,44.6,87,75,4.7
353,Nago,JP,2020-12-20 15:37:40,26.59,127.98,60.8,77,90,8.05
354,Sawakin,SD,2020-12-20 15:37:41,19.11,37.33,104.0,38,0,6.93
355,Norman Wells,CA,2020-12-20 15:37:41,65.28,-126.83,-29.2,73,75,3.36
356,Kharagauli,GE,2020-12-20 15:37:41,42.02,43.2,42.8,100,90,4.7
357,Jiexiu,CN,2020-12-20 15:37:41,37.02,111.91,27.09,77,0,6.46
358,Faanui,PF,2020-12-20 15:37:41,-16.48,-151.75,80.17,70,75,5.61
359,Atherton,GB,2020-12-20 15:37:41,53.52,-2.49,46.99,74,57,3.0
360,Kindu,CD,2020-12-20 15:37:41,-2.95,25.95,76.08,84,58,2.66
361,Los Llanos De Aridane,ES,2020-12-20 15:37:42,28.66,-17.92,69.8,73,75,6.93
362,Guane,CU,2020-12-20 15:37:42,22.2,-84.09,78.6,73,65,7.14
363,Immokalee,US,2020-12-20 15:35:44,26.42,-81.42,77.0,73,1,11.41
364,Portales,US,2020-12-20 15:37:42,34.19,-103.33,33.8,50,1,3.89
365,Jasper,US,2020-12-20 15:37:42,37.2,-94.35,39.99,77,1,10.29
366,Worland,US,2020-12-20 15:37:22,44.02,-107.96,21.2,79,1,8.95
367,Cairns,AU,2020-12-20 15:37:43,-16.92,145.77,80.6,74,90,4.7
368,Airai,TL,2020-12-20 15:37:43,-8.93,125.41,61.99,100,100,2.64
369,Tomatlan,MX,2020-12-20 15:37:43,19.93,-105.25,80.69,38,16,0.81
370,Skibbereen,IE,2020-12-20 15:37:43,51.55,-9.27,44.6,81,20,12.75
371,Monte Alegre,BR,2020-12-20 15:37:43,-2.01,-54.07,90.19,49,69,3.02
372,Oda,JP,2020-12-20 15:37:43,35.18,132.5,42.66,64,100,11.59
373,Ust-Uda,RU,2020-12-20 15:37:43,54.17,103.03,12.79,91,100,0.22
374,Atar,MR,2020-12-20 15:37:43,20.52,-13.05,80.47,16,7,16.67
375,Dakar,SN,2020-12-20 15:35:34,14.69,-17.44,78.8,54,0,13.87
376,Carndonagh,IE,2020-12-20 15:37:44,55.25,-7.27,44.6,81,40,20.8
377,Cervo,ES,2020-12-20 15:37:44,43.67,-7.41,57.0,82,99,3.0
378,Khash,IR,2020-12-20 15:37:44,28.22,61.22,47.89,52,1,6.96
379,Iralaya,HN,2020-12-20 15:37:44,15.0,-83.23,81.46,76,7,9.04
380,Blacksburg,US,2020-12-20 15:35:17,37.23,-80.41,39.99,74,90,2.68
381,Plastun,RU,2020-12-20 15:37:45,44.76,136.29,4.69,83,72,6.78
382,Saveh,IR,2020-12-20 15:37:45,35.02,50.36,44.1,71,97,1.52
383,Kutum,SD,2020-12-20 15:37:46,14.2,24.67,65.62,25,62,4.76
384,Bandarbeyla,SO,2020-12-20 15:37:46,9.49,50.81,76.1,78,51,20.89
385,Cap-Aux-Meules,CA,2020-12-20 15:37:46,47.38,-61.86,30.2,80,17,10.29
386,Hargeysa,SO,2020-12-20 15:37:46,9.56,44.06,66.63,86,100,15.28
387,Luena,AO,2020-12-20 15:37:46,-11.78,19.92,68.81,87,88,5.84
388,Broome,US,2020-12-20 15:37:46,42.25,-75.83,30.99,79,90,6.93
389,Bouna,CI,2020-12-20 15:37:47,9.27,-3.0,98.2,10,9,7.0
390,Kattivakkam,IN,2020-12-20 15:37:47,13.22,80.32,78.8,65,40,3.36
391,Celle,DE,2020-12-20 15:37:47,52.62,10.08,44.6,87,100,4.7
392,Arsenyev,RU,2020-12-20 15:37:47,44.16,133.27,4.28,89,0,3.98
393,Akyab,MM,2020-12-20 15:37:47,20.15,92.9,69.85,67,0,7.47
394,Isabela,PH,2020-12-20 15:37:47,6.71,121.97,78.8,94,90,6.93
395,Talas,TR,2020-12-20 15:37:47,38.69,35.55,35.6,64,0,6.93
396,Mandera,KE,2020-12-20 15:37:48,3.94,41.87,91.99,34,65,6.58
397,Ust-Barguzin,RU,2020-12-20 15:37:48,53.45,108.98,18.93,90,99,3.65
398,Mumford,GH,2020-12-20 15:37:48,5.26,-0.76,82.08,75,22,11.83
399,Tiksi,RU,2020-12-20 15:37:48,71.69,128.87,-23.06,87,100,5.73
400,Formosa,AR,2020-12-20 15:37:48,-26.18,-58.18,62.6,100,90,17.22
401,Alenquer,BR,2020-12-20 15:37:48,-1.94,-54.74,84.2,74,40,3.36
402,Peniche,PT,2020-12-20 15:37:48,39.36,-9.38,61.0,80,67,10.0
403,Puerto Carreno,CO,2020-12-20 15:37:48,6.19,-67.49,87.49,55,87,9.28
404,Vredendal,ZA,2020-12-20 15:37:49,-31.67,18.5,83.08,37,0,17.4
405,Revelstoke,CA,2020-12-20 15:37:49,50.98,-118.2,39.2,86,90,4.7
406,Hovd,MN,2020-12-20 15:37:49,48.01,91.64,3.43,79,99,0.85
407,Lamar,US,2020-12-20 15:37:49,33.67,-95.58,39.2,100,1,7.63
408,Roald,NO,2020-12-20 15:37:50,62.58,6.13,48.2,61,0,14.99
409,Turukhansk,RU,2020-12-20 15:37:50,65.82,87.98,-16.92,88,100,11.03
410,Manggar,ID,2020-12-20 15:37:50,-2.88,108.27,79.65,84,98,7.27
411,Mitsamiouli,KM,2020-12-20 15:37:50,-11.38,43.28,83.59,66,3,2.19
412,Liberal,US,2020-12-20 15:37:50,37.04,-100.92,30.2,80,1,12.75
413,Vaitape,PF,2020-12-20 15:37:50,-16.52,-151.75,81.05,69,77,5.66
414,Sinnamary,GF,2020-12-20 15:37:51,5.38,-52.95,83.01,75,81,7.72
415,Port Blair,IN,2020-12-20 15:37:51,11.67,92.75,80.67,78,24,12.82
416,Gamba,GA,2020-12-20 15:37:51,-2.65,10.0,77.09,91,100,8.16
417,Merauke,ID,2020-12-20 15:37:51,-8.47,140.33,80.19,83,99,3.27
418,Andenes,NO,2020-12-20 15:37:51,69.31,16.12,41.0,93,90,14.99
419,La Sarre,CA,2020-12-20 15:37:45,48.8,-79.2,31.32,98,94,12.19
420,Souillac,MU,2020-12-20 15:37:52,-20.52,57.52,80.6,78,75,6.93
421,Tarut,SA,2020-12-20 15:37:53,26.57,50.04,68.0,59,0,10.29
422,Mmathubudukwane,BW,2020-12-20 15:37:53,-24.6,26.43,82.4,58,40,8.05
423,Manokwari,ID,2020-12-20 15:37:54,-0.87,134.08,80.37,75,100,7.83
424,Sao Filipe,CV,2020-12-20 15:37:54,14.9,-24.5,75.45,66,92,11.7
425,Christchurch,NZ,2020-12-20 15:35:15,-43.53,172.63,55.99,100,100,2.24
426,Sibolga,ID,2020-12-20 15:37:55,1.74,98.78,76.57,84,100,3.24
427,Mecca,SA,2020-12-20 15:36:01,21.43,39.83,77.95,53,0,8.08
428,Krasnoselkup,RU,2020-12-20 15:37:55,65.7,82.47,-6.95,91,100,5.03
429,Willowmore,ZA,2020-12-20 15:37:55,-33.29,23.49,81.9,42,0,15.39
430,Molochnoye,RU,2020-12-20 15:37:55,59.29,39.68,33.26,96,99,11.39
431,Santa Cruz Del Norte,CU,2020-12-20 15:35:04,23.15,-81.92,77.0,78,1,8.05
432,Pingliang,CN,2020-12-20 15:37:56,35.54,106.69,25.5,78,0,3.4
433,Baie-Comeau,CA,2020-12-20 15:37:56,49.22,-68.15,26.6,86,90,8.05
434,Robertsport,LR,2020-12-20 15:37:56,6.75,-11.37,81.75,74,32,2.91
435,Hambantota,LK,2020-12-20 15:37:56,6.12,81.12,77.0,100,75,6.93
436,Lincoln,US,2020-12-20 15:36:16,40.8,-96.67,37.0,71,0,3.0
437,Santander,ES,2020-12-20 15:37:56,43.46,-3.8,57.99,54,0,6.93
438,Labuhan,ID,2020-12-20 15:37:56,-6.88,112.21,78.4,83,100,8.79
439,Hinton,CA,2020-12-20 15:37:57,53.4,-117.59,30.2,80,6,2.24
440,Itaituba,BR,2020-12-20 15:37:57,-4.28,-55.98,87.8,70,40,3.36
441,Hasaki,JP,2020-12-20 15:37:57,35.73,140.83,30.2,58,20,1.12
442,Kavaratti,IN,2020-12-20 15:37:57,10.57,72.64,82.15,69,41,7.34
443,Olafsvik,IS,2020-12-20 15:37:57,64.89,-23.71,29.8,89,100,19.06
444,Yangshe,CN,2020-12-20 15:37:57,31.89,120.61,37.0,73,0,3.31
445,Geraldton,AU,2020-12-20 15:34:05,-28.77,114.6,71.6,73,0,17.22
446,Sao Felix Do Xingu,BR,2020-12-20 15:38:00,-6.64,-51.99,86.14,68,59,4.61
447,Monroe,US,2020-12-20 15:38:00,43.15,-77.68,35.01,99,90,5.82
448,Nizhneudinsk,RU,2020-12-20 15:38:00,54.91,99.03,19.62,93,100,1.54
449,Kudat,MY,2020-12-20 15:38:01,6.88,116.85,78.8,94,20,1.12
450,Hoi An,VN,2020-12-20 15:38:01,15.88,108.33,62.6,100,75,3.36
451,Matadi,CD,2020-12-20 15:38:02,-5.82,13.45,82.51,76,100,5.17
452,Mazagao,BR,2020-12-20 15:38:02,-0.12,-51.29,89.6,62,40,11.41
453,Grindavik,IS,2020-12-20 15:38:02,63.84,-22.43,32.0,87,40,27.51
454,Estevan,CA,2020-12-20 15:38:03,49.13,-102.98,30.2,79,90,6.93
455,Salinopolis,BR,2020-12-20 15:38:03,-0.61,-47.36,85.55,64,17,11.99
456,Teslui,RO,2020-12-20 15:38:03,44.52,24.37,39.0,93,90,4.7
457,Along,IN,2020-12-20 15:38:04,28.17,94.77,49.64,54,0,2.08
458,Skjervoy,NO,2020-12-20 15:38:04,70.03,20.97,33.8,92,75,11.41
459,Pangai,TO,2020-12-20 15:38:04,-19.8,-174.35,79.88,83,4,12.97
460,Kushiro,JP,2020-12-20 15:38:04,42.98,144.37,22.28,85,7,9.06
461,Maumere,ID,2020-12-20 15:38:04,-8.62,122.21,81.5,80,100,10.16
462,Mount Gambier,AU,2020-12-20 15:37:39,-37.83,140.77,53.6,76,9,11.41
463,Alofi,NU,2020-12-20 15:38:04,-19.06,-169.92,77.0,94,94,5.82
464,Mahajanga,MG,2020-12-20 15:38:05,-15.72,46.32,87.8,66,20,13.87
465,Dehloran,IR,2020-12-20 15:38:05,32.69,47.27,57.6,47,0,5.26
466,Leh,IN,2020-12-20 15:38:06,34.17,77.58,10.76,62,67,1.48
467,Iracoubo,GF,2020-12-20 15:38:06,5.48,-53.2,81.27,82,68,8.46
468,Aksarka,RU,2020-12-20 15:38:06,66.56,67.8,-10.7,88,99,18.68
469,Nanakuli,US,2020-12-20 15:38:06,21.39,-158.15,75.2,78,1,3.36
470,Balkanabat,TM,2020-12-20 15:33:17,39.51,54.37,41.88,66,100,11.92
471,Puerto Narino,CO,2020-12-20 15:38:07,-3.77,-70.38,82.4,78,75,5.82
472,Yulara,AU,2020-12-20 15:38:07,-25.24,130.99,71.6,78,100,9.17
473,Nhulunbuy,AU,2020-12-20 15:38:07,-12.23,136.77,78.8,94,40,3.36
474,Montlucon,FR,2020-12-20 15:38:07,46.33,2.6,48.99,83,28,5.93
475,Sorong,ID,2020-12-20 15:38:08,-0.88,131.25,82.38,76,89,8.81
476,Cincu,RO,2020-12-20 15:38:08,45.92,24.8,37.4,94,75,2.24
477,Belawan,ID,2020-12-20 15:38:08,3.78,98.68,78.8,100,40,3.36
478,Brae,GB,2020-12-20 15:38:08,60.4,-1.35,46.4,81,20,24.16
479,Missoula,US,2020-12-20 15:37:14,47.02,-113.8,42.01,93,75,3.36
480,Godfrey,US,2020-12-20 15:38:09,38.96,-90.19,35.01,90,81,1.99
481,Cayenne,GF,2020-12-20 15:38:09,4.93,-52.33,84.2,74,75,4.7
482,Kununurra,AU,2020-12-20 15:38:09,-15.77,128.73,78.8,100,75,8.05
483,Saint Anthony,US,2020-12-20 15:38:09,45.02,-93.22,28.0,79,1,8.05
484,Bardiyah,LY,2020-12-20 15:38:09,31.76,25.09,60.78,63,60,7.49
485,Plettenberg Bay,ZA,2020-12-20 15:38:09,-34.05,23.37,71.06,78,3,16.35
486,Harper,LR,2020-12-20 15:38:10,4.38,-7.72,81.61,79,80,7.11
487,Texarkana,US,2020-12-20 15:38:10,33.43,-94.05,44.6,93,90,6.93
488,Hualmay,PE,2020-12-20 15:38:10,-11.1,-77.61,73.74,68,24,10.71
489,Kamaishi,JP,2020-12-20 15:38:10,39.27,141.88,24.06,89,1,5.7
490,Coquimbo,CL,2020-12-20 15:38:11,-29.95,-71.34,62.6,72,20,13.87
491,Oeiras,BR,2020-12-20 15:38:11,-7.03,-42.13,97.2,38,32,2.8
492,Mersing,MY,2020-12-20 15:38:11,2.43,103.84,80.6,83,100,6.93
493,Riyadh,SA,2020-12-20 15:36:50,24.69,46.72,62.6,51,40,8.05
494,Caraballeda,VE,2020-12-20 15:38:11,10.61,-66.85,86.0,62,20,4.7
495,Barra Do Garcas,BR,2020-12-20 15:38:11,-15.89,-52.26,93.2,49,40,2.24
496,Husavik,IS,2020-12-20 15:38:12,66.04,-17.34,32.0,93,90,4.7
497,Tautira,PF,2020-12-20 15:38:12,-17.73,-149.15,75.2,88,40,2.24
498,Novyy Urengoy,RU,2020-12-20 15:38:12,66.08,76.63,-15.14,89,100,13.06
499,Gawan,IN,2020-12-20 15:38:12,28.43,78.35,57.02,34,24,4.29
500,Fort Stewart,US,2020-12-20 15:38:12,31.87,-81.61,50.0,100,1,3.36
501,Yebaishou,CN,2020-12-20 15:38:12,41.4,119.64,8.31,85,0,3.96
502,West Bay,KY,2020-12-20 15:38:12,19.37,-81.42,82.99,74,20,13.87
503,Muros,ES,2020-12-20 15:38:13,42.78,-9.06,57.99,82,99,5.99
504,Bonavista,CA,2020-12-20 15:38:13,48.65,-53.11,24.8,92,76,1.12
505,Okhotsk,RU,2020-12-20 15:38:13,59.38,143.3,-15.65,88,78,9.93
506,Manawar,IN,2020-12-20 15:38:13,22.23,75.08,65.26,28,34,5.64
507,Barth,DE,2020-12-20 15:38:14,54.36,12.72,42.01,93,75,2.24
508,Bahia Blanca,AR,2020-12-20 15:34:25,-38.72,-62.27,69.75,35,90,12.1
509,Balkhash,KZ,2020-12-20 15:38:14,46.84,74.98,12.96,96,100,13.22
510,Sale,MA,2020-12-20 15:38:14,34.04,-6.82,62.6,82,40,10.09
511,Mae Hong Son,TH,2020-12-20 15:38:14,19.3,97.97,66.65,76,0,2.71
512,Tessalit,ML,2020-12-20 15:38:14,20.2,1.01,78.93,16,0,11.99
513,Taltal,CL,2020-12-20 15:38:14,-25.4,-70.48,68.14,59,18,7.85
514,Port Lincoln,AU,2020-12-20 15:38:15,-34.73,135.87,59.56,83,99,13.04
515,Ludvika,SE,2020-12-20 15:38:15,60.15,15.19,43.0,93,100,8.05
516,Maine-Soroa,NE,2020-12-20 15:38:15,13.21,12.02,85.75,14,3,11.34
517,Noumea,NC,2020-12-20 15:38:15,-22.28,166.46,78.01,94,0,1.12
518,Rabaul,PG,2020-12-20 15:38:15,-4.2,152.17,80.87,76,53,4.5
519,Saint-Michel-Des-Saints,CA,2020-12-20 15:38:16,46.68,-73.92,19.99,94,95,7.74
520,Wasilla,US,2020-12-20 15:38:16,61.58,-149.44,16.0,85,1,5.82
521,Burton,US,2020-12-20 15:38:17,43.0,-83.62,39.2,64,90,11.41
522,Hami,CN,2020-12-20 15:38:18,42.8,93.45,18.82,86,0,4.16
523,Hun,LY,2020-12-20 15:38:18,29.13,15.95,67.64,35,0,10.98
524,Saucillo,MX,2020-12-20 15:38:19,28.02,-105.28,52.66,38,81,5.79
525,Haines Junction,CA,2020-12-20 15:38:19,60.75,-137.51,18.75,89,62,6.49
526,Shingu,JP,2020-12-20 15:38:19,33.73,135.98,37.67,79,13,9.01
527,Lata,PT,2020-12-20 15:38:19,40.16,-8.33,62.01,72,75,8.05
528,Huallanca,PE,2020-12-20 15:38:20,-9.9,-76.94,58.12,47,63,6.22
529,Blackwater,AU,2020-12-20 15:38:20,-23.58,148.88,75.74,76,37,11.14
530,Manitouwadge,CA,2020-12-20 15:38:20,49.12,-85.84,33.8,86,90,4.7
531,Hammerfest,NO,2020-12-20 15:38:20,70.66,23.68,30.2,80,75,31.09
532,Aswan,EG,2020-12-20 15:38:20,24.09,32.91,71.26,26,28,11.3
533,Neiafu,TO,2020-12-20 15:38:20,-18.65,-173.98,79.59,84,16,14.85
534,Teya,RU,2020-12-20 15:38:20,60.38,92.63,-13.34,85,36,3.76
535,Latehar,IN,2020-12-20 15:38:21,23.75,84.5,51.13,46,100,2.91
536,Ust-Kulom,RU,2020-12-20 15:38:21,61.69,53.69,12.38,96,100,8.19
537,Otavi,NA,2020-12-20 15:38:21,-19.65,17.33,83.48,39,98,4.92
538,Ninh Binh,VN,2020-12-20 15:38:21,20.25,105.97,56.8,55,77,5.66
539,Mayo,US,2020-12-20 15:38:21,38.89,-76.51,42.01,86,90,16.11
540,Skreia,NO,2020-12-20 15:38:21,60.65,10.93,43.0,100,75,13.87
541,Castres,FR,2020-12-20 15:38:22,43.58,2.17,55.99,81,90,6.93
542,Sao Joao Da Barra,BR,2020-12-20 15:36:07,-21.64,-41.05,91.4,46,0,6.93
543,Komsomolskiy,UZ,2020-12-20 15:38:22,40.43,71.72,33.8,86,90,2.24
544,San Jeronimo,PE,2020-12-20 15:38:22,-11.95,-75.28,61.23,50,73,1.74
545,Antofagasta,CL,2020-12-20 15:35:01,-23.65,-70.4,66.2,68,40,11.41
546,Ewa Beach,US,2020-12-20 15:38:22,21.32,-158.01,75.2,78,1,3.36
547,Malaya Vishera,RU,2020-12-20 15:38:22,58.85,32.22,33.96,97,100,7.58
548,Port-Gentil,GA,2020-12-20 15:38:22,-0.72,8.78,86.0,74,75,12.75
549,Chimbote,PE,2020-12-20 15:38:23,-9.09,-78.58,71.62,75,45,9.24
550,Te Anau,NZ,2020-12-20 15:38:23,-45.42,167.72,45.09,90,100,1.12
551,Aguie,NE,2020-12-20 15:38:23,13.51,7.78,87.76,13,2,7.56
552,Seymchan,RU,2020-12-20 15:38:23,62.88,152.43,-28.91,83,90,2.51
553,Puerto Lopez,CO,2020-12-20 15:38:23,4.08,-72.96,86.14,57,41,8.97
554,Kenai,US,2020-12-20 15:38:23,60.55,-151.26,8.6,84,20,3.56
555,Soavinandriana,MG,2020-12-20 15:38:23,-19.17,46.73,62.56,95,100,4.23
556,Mindelo,CV,2020-12-20 15:38:24,16.89,-24.98,77.0,53,40,28.86
557,Kamenka,RU,2020-12-20 15:38:25,51.32,42.77,14.0,90,47,7.56
558,Aksehir,TR,2020-12-20 15:38:26,38.36,31.42,38.37,72,0,1.5
